event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KGZ946,14/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 14 March 2021, a protest was staged by unknown demonstrators on Ala-Too square in Bishkek city against non-governmental organizations in the country.",0,crowd size=no report,1730240821
KGZ948,17/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 17 March 2021, supporters of a detained activist Tilekmat Kurenov gathered outside the Sverdlovsky district court in Bishkek city demanding his release from custody following his arrest on politically motivated charges, protesters argued.",0,crowd size=no report,1730240821
KGZ953,18/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 18 March 2021, supporters of a former director of a Manas airport protested outside the Lenin district court in Bishkek city demanding his release from detention and that the authorities drop all charges against him.",0,crowd size=no report,1730240821
KGZ954,19/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 19 March 2021, about 30 male protesters gathered on Ala-Too main square in Bishkek city in protest of targeted inspection by police and customs of imported automobiles through Abkhazia demanding the Kyrgyz government reduce customs fees and assist with registration of vehicles in the country.",0,crowd size=about 30,1730240821
KGZ955,15/09/2020,2020,2,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020) Prison Guards,,State forces,Civilians (Kyrgyzstan),Former Government of Kyrgyzstan (2017-2020); Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"Around 15 September 2020, an associate of a former Kyrgyz president Almazbek Atambayev was allegedly tortured and assaulted while in custody by prison guards at the pre-trial police detention facility near Oktyabr district in Bishkek city, which the prison authorities denied. Police launched a probe into the complaint.",0,,1754410220
KGZ956,19/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,NTS Kg,National,"On 19 March 2021, residents of 7th microdistrict in Bishkek city protested outside their homes against illegal plan for construction of the commercial housing project demanding that the city authorities reject it.",0,crowd size=no report,1730240821
KGZ958,23/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 23 March 2021, representatives of private businesses demonstrated outside the Ministry of Emergency in Bishkek city against non-transparent tender bidding process involving the government agency demanding that the authorities conduct fair and transparent bidding for state contracts which is prone to corruption.",0,crowd size=no report,1730240821
KGZ959,23/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 23 March 2021, private car importers demonstrated outside the Kyrgyz government's administration in Bishkek city against official ban placed on the imported automoblies from Abkhazia region demanding that the authorities lift restrictions and allow import operations.",0,crowd size=no report,1730240821
KGZ962,25/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 25 March 2021, about 20 protesters demonstrated outside the Mayor's Office in Bishkek city against construction of the multi-storey commercial housing projects in the city neighborhoods demanding stop to construction in the residential areas. Similarly, about 100 residents of TETS-2 neighborhood demonstrated near the Kyrgyz government's administration in Bishkek city demanding the authorities legalize their land plots which hasn't been done since 2015, protesters complained.",0,crowd size=about 120,1730240821
KGZ964,24/03/2021,2021,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2021-),,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,ACCA,Regional,"On 24 March 2021, police officers assaulted detained individuals during cell search at the police detention facility in Bishkek city which resulted in complaint from the country's Ombudsman's office. However, victims declined to file a report.",0,,1754410220
KGZ965,26/03/2021,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Kyrgyzstan),,Rioters,Police Forces of Kyrgyzstan (2021-),,State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 26 March 2021, police detained about 6 rioters near Osh bazaar in Bishkek city after the latter broke into the local sewing shop threatening workers and demanding that the shop owner suspends business with Moscow-based wholesale buyers and customers from Tajikistan. A brief scuffle broke out between policemen and rioters following their refusal to proceed with police orders.",0,crowd size=about 6,1730240821
KGZ966,28/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 28 March 2021, about 15 activists protested on Ala-Too main square in Bishkek city demanding the rule of law in the country.",0,crowd size=about 15,1730240821
KGZ968,29/03/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 29 March 2021, supporters of former chairman of the Board of Directors of the state-run Manas airport gathered outside the Lenin district court in Bishkek city demanding his release from pre-trial detention to house arrest.",0,crowd size=no report,1730240821
KGZ970,01/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 1 April 2021, parents of high school students protested outside the Sverdlovsky district administration in Bishkek city demanding the authorities re-open the school after more than two years of closure for renovation which never took place, protesters complained.",0,crowd size=no report,1730240821
KGZ973,04/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 4 April 2021, activists protested on Ala-Too main square in Bishkek city demanding that the country's government address Venice Commission's concerns regarding amendment to the Constituion which may disrupt balance of power in the state resulting in consolidation of power under new president, protesters argued.",0,crowd size=no report,1730240821
KGZ974,05/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),KFTU: Kyrgyzstan Federation of Trade Unions; Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 5 April 2021, members of the Trade Union Federation protested near the Kyrgyz government's administration in Bishkek city calling for the country's president to veto a bill on workers' assembly in the nation which would ultimately result in decimation of independent Unions, protesters argued.",0,crowd size=no report,1730240821
KGZ975,05/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 5 April 2021, city residents demonstrated near the Kyrgyz government's administration in Bishkek city demanding that the central authorities address their concerns regarding land grab by construction firms in the city neighborhoods with Mayor's office complicity resulting in chaotic construction, protesters complained.",0,crowd size=no report,1730240821
KGZ979,06/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Sanjar Kalmatai,New media,"On 6 April 2021, supporters of a detained activist Tilekmat Kurenov protested outside the Sverdlovsky district court in Bishkek city demanding that Kurenov be released from custody and be acquitted of all charges.",0,crowd size=no report,1730240821
KGZ980,08/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 8 April 2021, small retail business owners gathered in the 6th microdistrict of Bishkek city in protest of the city administration's plan to remove grocery stores in the area and build a park which protesters complained will result in demolition of their shops.",0,crowd size=no report,1730240821
KGZ981,08/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress,National,"On 8 April 2021, about 300 protesters demonstrated near the Kyrgyz government's administration in Bishkek city against bride kidnapping and violence against women demanding that the country's authorities address public concerns regarding raised issues. The protest followed another deadly case of kidnapping of 27-year-old woman on 5 April in the city who was found dead outside the city day before.",0,crowd size=about 300,1730240821
KGZ985,12/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Butun Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 12 April 2021, members of several political parties including Butun Kyrgyzstan protested outside the Central Election Commission (CEC) in Oktyabr district of Bishkek city against the results of local council elections demanding that CEC annul election results and conduct a re-run due to allegations of voter fraud and violations of election code.",0,crowd size=no report,1730240821
KGZ986,16/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,RFE/RL,International,"On 16 April 2021, about 100 medics protested outside the White House in Oktyabr district of Bishkek city demanding that the Kyrgyz government provide promised extra pay and salary increase for medical workers in the country which protesters complained they have yet to receive.",0,crowd size=about 100,1730240821
KGZ987,11/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),SDPK: Social Democratic Party of Kyrgyzstan,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 11 April 2021, members and activists of the Social Democratic Party of Kyrgyzstan gathered outside the Central Election Commission (CEC) in Oktyabr district of Bishkek city in protest of the city council election and referendum results demanding that CEC revise results and certain parties such as Emgek party removed from the list elected entities.",0,crowd size=no report,1730240821
KGZ992,13/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 13 April 2021, representatives of the several political parties protested outside the Central Election Commission's (CEC) office in Oktyabr district of Bishkek city demanding that CEC cancel election results and conduct a re-run due to allegations of voter fraud on 11 April.",0,crowd size=no report,1730240821
KGZ993,13/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,24Kg,National,"On 13 April 2021, several relatives of a detained police official protested outside the State Security Service headquarters in Oktyabr district of Bishkek city demanding his release from custody following his arrest on drug-trafficking charges.",0,crowd size=several,1730240821
KGZ994,14/04/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,Kaktus Media,National,"On 14 April 2021, representatives of several political parties continued their protest outside the Central Election Commission in Oktyabr district of Bishkek city demanding that CEC cancel election results and schedule a re-run due to voter fraud allegations. Police were on the scene to uphold a court-ordered ban on protests at CEC headquarters.",0,crowd size=no report,1730240821
