event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
KGZ703,29/10/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Talas,Talas,,Talas,42.5227,72.2332,1,AKIpress,National,"On 29 October 2020, about 50 protesters gathered outside the Talas district court in Talas city demanding justice in a fatal driving-while-intoxicated road collision case involving a former local official.",0,crowd size=about 50,1604352465
KGZ707,30/10/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Muslim Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,AKIpress,National,"On 30 October 2020, about 20 protesters gathered outside the Barpy dramatic theater in Jalal-Abad city in protest of the prophet Muhammad caricature in France and French president Emmanuel Macron's statement which protesters disagreed with.",0,crowd size=about 20,1604352465
KGZ716,02/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Teachers (Kyrgyzstan); Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Issyk-Kul,,Cholpon-Ata,42.6494,77.0756,1,RFE/RL,International,"On 2 November 2020, teachers and daycare workers protested outside the district administration in the town of Cholpon-Ata in Issyk-Kul district of Issyk-Kul region against the reappointment of a former district education department official whom protesters accused of corruption, demanding the authorities remove the official from office.",0,crowd size=no report,1604952033
KGZ721,04/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Ala-Buka,,Bozymchak,41.2602,71.0721,1,RFE/RL,International,"On 4 November 2020, about 100 local villagers protested outside Bozymchak gold mining project in Ala-Buka district of Jalal-Abad region, demanding the project manager's removal due to alleged discrimination of district residents seeking jobs at the mine.",0,crowd size=about 100,1604952033
KGZ739,12/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Balykchy,,Balykchy,42.4651,76.1934,1,RFE/RL,International,"On 12 November 2020, coal delivery truck drivers protested in Balykchy city against excessive fees for overweight coal shipments and corruption in the coal supply chain, demanding the Kyrgyz government nullify its regulation from 2011, which protesters complained is breeding corruption.",0,crowd size=no report,1605565623
KGZ749,16/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Nookat,,Nookat,40.1666,72.75,1,AKIpress,National,"On 16 November 2020, residents of Nookat district in Osh region protested in the town of Nookat against the newly-appointed head of the district administration demanding the authorities remove him from office.",0,crowd size=no report,1606240855
KGZ754,18/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Balykchy,,Balykchy,42.4651,76.1934,1,AKIpress,National,"On 18 November 2020, residents of Balykchy city protested outside the municipal water department demanding its director resign after water fee increase and accusing the official of job position abuse.",0,crowd size=no report,1606240855
KGZ751,16/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Talas,Talas,,Talas,42.5227,72.2332,1,AKIpress,National,"On 16 November 2020, dozens of truck drivers protested outside the Talas regional state administration in Talas city against long delays for costly coronavirus test results, which protesters complained takes extra several days on the border with Kazakhstan. Drivers demanded the Kyrgyz authorities install a virus test facility on the border and provide testing free of charge for truck drivers.",0,crowd size=dozens,1606240855
KGZ312,05/12/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,AKIpress; Sanjar Kalmatai,New media-National,"On 5 December 2019, about 15 protesters gathered outside the Pervomaisky district court in Bishkek in support of the online activist who manages a political news page on Facebook. He was detained on 24 November and accused of incitement of inter-regional tensions. Similarly, 20-30 supporters and relatives of former Kyrgyz officials gathered outside the Sverdlovsky district court in Bishkek demanding a fair trial for a number of high-ranking officials including 2 former prime-ministers. The officials were arrested and charged with corruption in the China-funded power-heating plant modernization project.",0,crowd size=35-45,1618561114
KGZ77,11/03/2019,2019,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan); Kyrk Choro,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Bishkek,Oktyabr,,Bishkek,42.8731,74.6003,1,BBC News; Gezitter; AKIpress; Sanjar Kalmatai,New media-National,"On 11 March 2019, 40 women organized a protest against the movement 'Feminist Initiative' in Bishkek. They disagreed with the opinion that 'the rights of girls are not protected in Kyrgyzstan. Likewise, about 8 members of Kyrk Choro movement protested outside the city administration in Bishkek city demanding Mayor's resignation for allowing the women's rights and LGBT march in the city a few days earlier.",0,crowd size=about 48,1618561134
KGZ764,24/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Jumgal,,Min-Kush,41.6732,74.4537,2,AKIpress,National,"On 24 November 2020, residents of Ak-Ulak village near Min-Kush township in Naryn region protested against the local coal mine, demanding compensation for environmental damages and relocation to safety due to the negative impact of the coal mining operation.",0,crowd size=no report,1776186858
KGZ762,23/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Kara-Suu,,Mady,40.539,72.9334,1,Kaktus Media,National,"On 23 November 2020, residents of Mady village in Kara-Suu district of Osh region protested against the local donkey farm, demanding the authorities shut it down out of public health concerns in the area.",0,crowd size=no report,1606760000
KGZ768,27/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Bazar-Korgon,,Gumkhana,41.3101,72.971,1,RFE/RL,International,"On 27 November 2020, about 100 residents of the Bazar-Korgon district in Jalal-Abad region protested in the village of Gumkhana, demanding the authorities suspend the local Dashman state reserve's status and allow protesters' livestock to graze on its land.",0,crowd size=about 100,1606760000
KGZ775,03/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Kyzyl-Jar,41.1435,72.0877,2,AKIpress,National,"On 3 December 2020, residents of Deires-Sai village near the town of Kyzyl-Jar in Aksy district of Jalal-Abad region gathered on the disputed border land in protest of demarcation activities by the Uzbek border guards demanding the Kyrgyz authorities address their concerns. Protesters complained the Uzbek border guards moved twenty meters deep into the Kyrgyz territory, which villagers refused to accept.",0,crowd size=no report,1607369873
KGZ772,30/11/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Kyzyl-Jar,41.1435,72.0877,2,RFE/RL,International,"On 30 November 2020, residents of the bordering Deires-Sai village near the town of Kyzyl-Jar in Aksy district of Jalal-Abad region gathered on the disputed border land between Kyrgyzstan and Uzbekistan after demarcation activity by the Uzbek border guards, which villagers opposed to claiming the Uzbek troops intruded into the territory of Kyrgyzstan. Kyrgyz Border Service refuted protesters' claims indicating that Uzbek demarcation work was in line with the accord from 2017, which both countries agreed upon.",0,crowd size=no report,1607369874
KGZ789,11/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Sanjar Kalmatai,New media,"On 11 December 2020, supporters of acting prime minister Sadyr Japarov protested in the town of Kyzyl-Kia in Batken region against his presidential election campaign manager, demanding Japarov's campaign headquarters remove him and replace him with their representative. Protesters accused the manager of having ties to the local corruption-prone establishment.",0,crowd size=no report,1618493632
KGZ827,16/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Issyk-Kul,,Bosteri,42.6626,77.187,1,AKIpress,National,"On 16 December 2020, workers of the resort in Bosteri village of Issyk-Kul region protested on the hotel premises demanding wages for several months of work. Protesters called for authorities to intervene in the labor dispute.",0,crowd size=no report,1610398055
KGZ802,23/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 23 December 2020, residents of Batken township in Batkern region protested at the Mayor's office against illegal transactions of drainage trays involving the chief of the water fund, whom residents accused of breaking the law, demanding their property back. Protesters insisted trays are owned by the public water trust fund.",0,crowd size=no report,1610398055
KGZ825,16/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL,International,"On 16 December 2020, residents of Ak-Sai village in Batken district of Batken region blocked the Isfara-Vorukh road to protest increasing incidences of cattle theft, which protesters blamed the Tajik side for. They also demanded that authorities recover their stolen livestock from the Tajik territory. Tajik officials promised to resolve the issues at the meeting with the Kyrgyz counterparts.",0,crowd size=no report,1610398058
KGZ792,04/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Ak-Dobo,41.5185,71.7493,1,RFE/RL,International,"On 4 January 2021, residents of Ak-Dobo village in Aksy district of Jalal-Abad region gathered near their homes demanding the local authorities release three of their fellow villagers from police custody or else protesters will be blocking nearby motor road if their demands aren't met.",0,crowd size=no report,1610398058
KGZ812,30/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Naryn,,Naryn,41.4273,75.9983,1,RFE/RL,International,"On 30 December 2020, about 3 persons with disabilities protested at the Mayor's Office in the town of Naryn demanding the local administration transfer the state-subsidized housing property ownership to protesters' households or else they will continue protesting at the townhall indefinitely.",0,crowd size=about 3,1610398058
KGZ798,23/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Naryn,,Solton-Sary,41.78,76.2342,1,RFE/RL,International,"On 23 December 2020, about 20 villagers from Emgeckchil township in Naryn region gathered at the Solton-Sary gold mine demanding the company hire locals for work. Previously, Solton-Sary gold mine was shut down following a conflict between local villagers and the Chinese company in August 2019.",0,crowd size=about 20,1610398058
KGZ813,02/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,RFE/RL,International,"On 2 January 2021, hundreds of supporters of three Aksy district residents, who were detained in October 2020, protested outside the State Security Service office in Jalal-Abad city demanding their release from detention. Protesters called the authorities to arrange house arrest for detained fellows.",0,crowd size=hundreds,1610398059
KGZ809,28/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Khaidarkan,39.9474,71.3394,1,Sanjar Kalmatai,New media,"On 28 December 2020, residents of Khaidarkan township in Batken region gathered outside a local bank to protest against its closure, demanding the bank's management keep it operating for the town population.",0,crowd size=no report,1618492966
KGZ801,22/12/2020,2020,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Toktogul,,Toktogul,41.8744,72.9419,1,Sanjar Kalmatai,New media,"On 22 December 2020, residents of Toktogul district protested at the local district court in Toktogul town against a cattle theft suspect's release to house arrest, which protesters disagreed and deamnded that the suspect be detained and prosecuted.",0,crowd size=no report,1610398059
KGZ824,15/12/2020,2020,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Kerben,41.4895,71.7536,2,Sanjar Kalmatai,New media,"Around 15 December 2020, residents of Deires-Sai village near the town of Kerben in Aksy district of Jalal-Abad region protested against demarcation works by the Uzbek border guards on the disputed borderland, demanding the Uzbek side stop its activity and move back to the mutually agreed-upon line. Protesters called for the Kyrgyz government to protect the country's land from illegal intrusion.",0,crowd size=no report,1610398059
KGZ834,07/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Ak-Talaa,,Baetov,41.2652,74.9559,1,AKIpress,National,"On 7 January 2021, residents of Ak-Talaa district in Naryn region protested at the local administration in the town of Baetov, demanding the authorities investigate the Turuk Mining company's illegal operation at the nearby coal project. Protesters accused the miner of tax evasion.",0,crowd size=no report,1611004934
KGZ839,14/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Naryn,,Naryn,41.4273,75.9983,1,RFE/RL,International,"On 14 January 2021, 7-8 persons with disabilities protested outside the Naryn regional state administration's office in Naryn city demanding the authorities grant property rights for a municipal residential building to protesters. One of the demonstrators attempted to commit an act of self-immolation but was prevented from doing so by policemen on the scene.",0,crowd size=7-8,1611004935
KGZ838,14/01/2021,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,Sanjar Kalmatai,New media,"Around 14 January 2021, residents of Ptitsefabrika neighbourhood in Jalal-Abad city protested near their homes against foreigners that were allegedly giving out candy and religious memorabilia to the local children. Protesters called the police while attempting to communicate with foreign citizens.",0,crowd size=no report,1611004935
KGZ844,21/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Nooken,,Kyzyl-Alma,41.2898,72.2114,1,AKIpress,National,"On 21 January 2021, about 50 residents of Kyzyl-Alma village outside the town of Tash-Komur in Jalal-Abad region protested against nearby coal mining project Shyn-Sai demanding the local authorities close it down due to environmental concerns in the area.",0,crowd size=about 50,1776186858
KGZ854,27/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Chui,Panfilov,,Kaindy,42.8249,73.68,1,AKIpress,National,"On 27 January 2021, residents of Kaindy township in Panfilov district of Chui region gathered outside the local stadium in support of a Mayor after a recent negative public campaign against town official on social media. Protesters argued life has improved in town under incumbent Mayor's leadership.",0,crowd size=no report,1612206861
KGZ846,23/01/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Talas,Talas,,Jerooy,42.2843,72.7655,1,Sanjar Kalmatai,New media,"On 23 January 2021, activists gathered at the Jerooy gold mine in Talas region demanding the company rebuild its unsafe tailings pond out of concerns for a possible spill of toxic chemicals into the local water sources.",0,crowd size=no report,1776186858
TJK15,07/09/2018,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),Avangard Group (Tajikistan),Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Dushanbe,Firdavsi,,Dushanbe,38.56,68.7739,1,NM; Interfax; Avesta,National-International,"On 7 September 2018, an anti-opposition protest was staged outside the OSCE office in Dushanbe. The protest was organized by the authorities and held at the initiative of the Avangard (Vanguard) group affiliated to the Ministry of Internal Affairs. The demonstrators protested against the participation of the leader of the banned Islamic Revival Party (PIV) and other oppositionists in the OSCE conference. They also held placards reading 'Down with terrorism', 'Down with IRP' and 'We demand that the OSCE office in Dushanbe to be closed' and were also chanting similar slogans. During the protest, the mother of a suspect in the 29 July 2018 deadly attack on foreign tourists in Danghara, poured a liquid over her head and threatened that she would set fire to herself.",0,crowd size=no report,1618580363
KGZ872,04/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Ak-Suu,39.8961,69.3688,1,AKIpress,National,"On 4 February 2021, about 100 residents of Ak-Suu village in Aksy district of Jalal-Abad region protested outside the local council building demanding the resignation of the head of the village administration following complaints of lack of oversight at the nearby mining projects, which protesters blamed for environmental concerns and safety issues in the area.",0,crowd size=about 100,1776186858
KGZ867,02/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Naryn,,Naryn,41.4273,75.9983,1,AKIpress,National,"On 2 February 2021, about 200 residents of the Jerge-Tal village protested on Turdakun Usubaliyev square in Naryn city, demanding the release of a fellow activist from police custody who was detained a day earlier after raising a pasture land dispute issues in public. Protesters also called for the authorities to resolve the local dispute involving pastures in the district.",0,crowd size=about 200,1612807813
KGZ862,01/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Kaktus Media,National,"On 1 February 2021, residents of Chon-Talaa village in Batken district protested at the regional state administration's office in Batken township, demanding the authorities build a new school for their children in the village after the old facility was destroyed by fire.",0,crowd size=no report,1612807813
KGZ876,05/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 5 February 2021, about 250 residents of Batken region protested outside the regional state administration in Batken township, demanding the country's newly-appointed Prime-Minister retract and clarify his previous statement regarding part of the bordering Tort-Kul water reservoir that was transferred to Tajikistan.",0,crowd size=about 250,1612807813
KGZ866,02/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,RFE/RL,International,"On 2 February 2021, 20-30 small retail business owners protested outside the city administration in Jalal-Abad city against the planned relocation of the central bazaar to another area demanding the market remain at the same location.",0,crowd size=20-30,1612807813
KGZ878,05/02/2021,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Jalal-Abad,,Jalal-Abad,40.9332,72.998,1,Sanjar Kalmatai,New media,"Around 5 February 2021, car drivers gathered at the city police towing park in Jalal-Abad city demanding to stop police discrimination of car owners based on social status, which protesters complained was taking a toll on their income. Protesters alleged police were engaged in targeting lower-class residents with automobiles resulting in parking tickets and towing for illegal parking.",0,crowd size=no report,1612807813
KGZ892,11/02/2021,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Ton,,Kadji-Say,42.1405,77.1769,1,Kaktus Media,National,"Around 11 February 2021, residents of the Kadji-Say village in the Ton district of Issyk-Kul region protested against the town administration's illegally elected head, demanding a fair and transparent voting process.",0,crowd size=no report,1613414138
KGZ891,11/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Ala-Buka,,Tengi,41.2111,71.2293,2,Kaktus Media,National,"On 11 February 2021, residents of the Kosh-Bolot village near the town of Tengi in Ala-Buka district of Jalal-Abad region protested against delimitation work by the Uzbek border guards demanding the Uzbek side vacate the disputed land.",0,crowd size=no report,1613414138
KGZ890,11/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL,International,"On 11 February 2021, about 50 residents of Ak-Sai village gathered at the local administration in Batken district of Batken region demanding the Kyrgyz government clarify its position regarding disputed borderland near Kapchygai locality where Tajik border guards established permanent presence and restricted access to the Kyrgyz villagers.",0,crowd size=about 50,1613414138
KGZ888,10/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Sanjar Kalmatai,New media,"On 10 February 2021, residents of the bordering Aksai village gathered at the regional state administration's office in Batken township, demanding the Kyrgyz government remove Tajik border guards and villagers from the disputed pastures until both countries complete the demarcation process.",0,crowd size=no report,1613414138
KGZ882,05/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Naryn,Jumgal,,Chaek,41.9271,74.512,1,Sanjar Kalmatai,New media,"On 5 February 2021, relatives and supporters of a suspect in a homicide case protested outside the Jumgal district court in Chaek township, demanding his release from police custody and acquitation of criminal charges. Protesters argued it was a domestic violence incident during which a female victim's husband committed a murder, but not a detained suspect.",0,crowd size=no report,1613414138
KGZ907,18/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Muslim Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Ton,,Ak-Olon,42.3474,76.1655,1,AKIpress,National,"On 18 February 2021, local youth activists and Muslim religious leaders marched through the village of Ak-Olon in Ton district of Issyk-Kul region against sale and consumption of alcohol beverages in the area.",0,crowd size=no report,1614016137
KGZ901,15/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Aksy,,Razan-Sai,41.4794,72.2964,1,AKIpress,National,"On 15 February 2021, residents of Razan-Sai, Kurpo-Sai and Kyzyl-Beyit townships gathered in the village of Razan-Sai of Aksy district in Jalal-Abad region in protest of the planned gold mining near the local pastures, demanding the authorities cancel the project out of concerns for water pollution as a result and restricted access to the pastureland.",0,crowd size=no report,1776186858
KGZ910,19/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kayragach,40.0814,69.543,1,AKIpress,National,"On 19 February 2021, about 50 residents of Kayragach village in Leilek district of Batken region gathered in protest of the Tajik villagers' gathering on the disputed border following an attempt by a Kyrgyz villager to launch construction on location.",0,crowd size=about 50,1618489763
KGZ896,14/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Kara-Suu,,Kurban-Kara,40.7083,72.9735,1,AKIpress,National,"On 14 February 2021, residents of the Kurban-Kara village in Kara-Suu district of Osh region protested near their homes demanding the local authorities fix roads, build medical clinic and resolve land distribution calls for the village community.",0,crowd size=no report,1614016137
KGZ909,19/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Kara-Suu,,Kara-Suu,40.711,72.8788,1,RFE/RL,International,"On 19 February 2021, hundreds of supporters of a detained former Customs official Raimbek Matraimov marched through the town of Kara-Suu in Osh region demanding his release from custody after Matraimov's arrest day earlier.",0,crowd size=hundreds,1614016137
KGZ894,14/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,Sanjar Kalmatai,New media,"On 14 February 2021, residents of the village of Ak-Sai in Batkent district of Batken region gathered in town calling for the country's new president to appoint a competent person to manage and resolve disputes between Tajiks and Kyrgyz. Locals also urged the authorities to provide social benefits and subsidies to the Kyrgyz population on the border.",0,crowd size=no report,1614016137
KGZ917,23/02/2021,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Issyk-Kul,Jeti-Oguz,,Kichi-Jargylchak,42.2017,77.6907,1,AKIpress,National,"Around 23 February 2021, residents of Kichi-Jargylchak village gathered near the disputed 1.7 hectares of private land in Jeti-Oguz district of Issyk-Kul region demanding the authorities return illegally privatized land back to the village or else protesters will unilaterally take posession of the land.",0,crowd size=no report,1614625560
KGZ914,22/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 22 February 2021, residents of Batken region gathered at the regional state administration in Batken township demanding the Kyrgyz government assist them with returning their family members from Tajikistan where relarives of protesters were detained following illegal broder crossing.",0,crowd size=no report,1614625560
KGZ916,22/02/2021,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Jalal-Abad,Toktogul,,Toktogul,41.8744,72.9419,2,Sanjar Kalmatai,New media,"On 22 February 2021, residents of Toktogul district protested near the town of Toktogul in Jalal-Abad region caling for the country's new president to intervene in alleged homicide case investigation and stop injustice toward a detained suspect who protesters argued was innocent.",0,crowd size=no report,1614625560
KGZ919,26/02/2021,2021,2,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Osh,Chon Alay,,Jekendi,39.4989,71.9006,1,Sanjar Kalmatai,New media,"Around 26 February 2021, residents of the Jekendi village in Chon Alay district of Osh region gathered near their homes calling for the Kyrgyz government to resolve the demarcation issues with the bordering Tajikistan which protesters argued would eliminate potential conflicts with the Tajik border guards.",0,crowd size=no report,1614625560
