event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
KGZ1265,2021-09-23,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),Students (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,RFE/RL,International,"On 23 September 2021, two male 16-year-old school students were spontaneously abducted by Tajik citizens on the disputed border with Tajikistan near the village of Maksat in Leylek district of Batken region following which victims were located by the Tajik authorities and returned back to the Kyrgyz territory on 24 September.",0,crowd size=no report,1715131351,2021-09-01
KGZ1077,2021-05-17,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Borborduk,40.187,69.8325,2,Sanjar Kalmatai,New media,"On 17 May 2021, residents of Jany-Jer village near the town of Arka in Leylek district of Batken region protested outside their homes against smuggling activity through their territory on the disputed Kyrgyz-Tajik border.",0,crowd size=no report,1715131353,2021-05-01
KGZ1060,2021-05-05,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,Sanjar Kalmatai,New media,"On 5 May 2021, residents of the bordering village near the town of Maksat in Leylek district of Batken region gathered at the local construction site of an unfinished border outpost, calling for the Kyrgyz government to build more military facilities on the border with Tajikistan and protect the local population from armed attacks in the future.",0,crowd size=no report,1715131353,2021-05-01
KGZ1059,2021-05-04,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Jashtyk,40.1641,69.8049,1,Sanjar Kalmatai,New media,"On 4 May 2021, residents of Jashtyk village in Leylek district of Batken region blocked the local road to fuel tanker trucks which were allegedly smuggling petroleum supplies to the neighboring Tajikistan, demanding that truckers turn and drive back due to public boycott of trade with the Tajik businesses following a deadly border conflict days earlier.",0,crowd size=no report,1715131353,2021-05-01
KGZ1056,2021-05-01,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Dostuk,40.1782,69.876,1,Kaktus Media,National,"On 1 May 2021, a Kyrgyz villager was shot in leg by Tajik troops in the border village of Dostuk in Leylek district of Batken region when the victim was on his way to visit his home. The wounded villager was rushed to the hospital.",0,,1753954518,2021-05-01
KGZ1057,2021-05-01,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Dostuk,40.1782,69.876,1,Kaktus Media,National,"On 1 May 2021, residents of Dostuk village in Leylek district of Batken region gathered near their homes, demanding that the Kyrgyz authorities conduct a military operation in their neighborhoods that were occupied by the Tajik forces or else provide them with arms to protect their homes.",0,crowd size=no report,1715131353,2021-05-01
KGZ1054,2021-05-01,2021,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Borborduk,40.187,69.8325,1,RFE/RL,International,"On 1 May 2021, Tajik troops reportedly opened fire with small arms on Kyrgyz villagers' homes in the village of Arka in Leylek district of Batken region. Tajik side simultaneously blocked the Osh-Isfana motor road near Tort-Kocho locality where movement of Tajik military equipment was reported.",0,,1753954518,2021-05-01
KGZ1035,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Maksat,40.1399,69.7859,2,24Kg; Kaktus Media; RFE/RL,National-International,"On 29 April 2021, Tajik armed forces opened fire on Kyrgyz village Maksat in Leylek district of Batken region, resulting in destruction of residential homes and evacuation of 2000-3000 residents to safer locations away from the border. Kyrgyz border troops returned fire upon contact throughout the day. Border shooting stopped later in the day. The following day (30 April 2021) Kyrgyz government reported 31 fatalities and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",5,,1753954518,2021-04-01
KGZ1038,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Jashtyk,40.1641,69.8049,1,24Kg; Kaktus Media; RFE/RL,National-International,"On 29 April 2021, Tajik armed forces fired upon Kyrgyz village of Jashtyk in Leylek district of Batken region resulting in destruction of residential homes and evacuation of local residents to safer locations away from the border. Kyrgyz border troops returned fire upon contact throughout the day. Kyrgyz government reported 31 deaths and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",4,,1753954518,2021-04-01
KGZ1037,2021-04-29,2021,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Borborduk,40.187,69.8325,1,24Kg; Kaktus Media; RFE/RL,National-International,"On 29 April 2021, Tajik armed forces fired upon Kyrgyz village of Arka in Leylek district of Batken region resulting in destruction of residential homes and evacuation of residents to safer locations away from the border. Kyrgyz border troops returned fire upon contact throughout the day. Kyrgyz government reported 31 deaths and 134 wounded in the line of contact including in Leylek district. On 30 April 2021 Kyrgyz government reported at least 31 fatalities and 134 wounded in the line of contact including in Leylek district. 31 fatalities split across 8 events.",4,,1753954518,2021-04-01
KGZ2102,2024-05-07,2024,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Unidentified Armed Group (Tajikistan),Farmers (Tajikistan),Political militia,State forces-Political militia,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Leilek,39.8773,70.0911,2,RFE/RL,International,"On 7 May 2024, Kyrgyz border guards fired warning shots on the disputed border with Tajikistan near Ak-Bosogo village near Leilek township in Leylek district of Batken region after Tajik herders with their livestock crossed the border into the Kyrgyz territory despite warnings from the Kyrgyz border guards. Kyrgyz Border Service indicated that Tajik herders were engaged in throwing stones at the Kyrgyz border officers while one of the Tajik herders discharged his rifle in the direction of Kyrgyz border guards 2-3 times. No injuries were reported after the shooting incident on the border.",0,,1715717061,2024-05-01
TJK169,2024-03-21,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khujand,40.2811,69.6392,1,RFE/RL,International,"On 21 March 2024, around 50 residents of Ismoil Somoni village in Khujand gathered near a new residentual building to protest the construction of a multi-storey residential building on their territory, as it will block the car road.",0,crowd size=around 50,1715717087,2024-03-01
KGZ402,2020-05-24,2020,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,Unidentified Communal Militia (Tajikistan),External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,2,24Kg; GardaWorld; RFE/RL,Other-National,"On 24 May 2020, an exchange of fire occurred between Kyrgyz and Tajik border troops at the Sungan-Baba pastureland near Ak-Sai village in Batken district after initial confrontation between Tajik herders from Vorukh exclave and Kyrgyz border guards about the use of a pasture land during which shots were fired by an unknown gunman from the Tajik side. Tajik authorities claimed that the brief exchange of fire resulted in one Tajik civilian wounded on the Tajik side.",0,,1753954518,2020-05-01
TJK5,2018-11-07,2018,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),Prisoners (Tajikistan); Islamic State Khorasan Province (ISKP); IRPT: Islamic Renaissance Party of Tajikistan,Rioters,Police Forces of Tajikistan (1994-) Prison Guards,,State forces,State forces-Rioters,,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khujand,40.2811,69.6392,1,AKIpress; Eurasianet; Nastoyashee Vremya; Ozodagon; Payom,National-Regional,"On 7 November 2018, a riot broke out in a high security prison in Khujand. Inmates attacked the prison guards and stole their weapons. 53 people died, including 2 prison guards. Another 186 persons were injured, including 6 prison guards. The Islamic State claimed responsibility for the riot. Some sources reported that the riot started after two prisoners were forced to stand in the rain naked. Tajik authorities claim that members of the IRPT were also involved in the organization of the riot, but gave no evidence in support [by default, government claims of IRPT involvement without supporting evidence are not coded]. The head of the facility and his colleagues were arrested and later sentenced for various years in prison for abuse of office.",53,crowd size=at least 247,1730228612,2018-11-01
TJK65,2019-10-18,2019,2,Strategic developments,Strategic developments,Other,Police Forces of Tajikistan (1994-) Prison Guards,Judges (Tajikistan),State forces,Civilians (Tajikistan),Islamic State Khorasan Province (ISKP); Muslim Group (Tajikistan); Prisoners (Tajikistan),Civilians,State forces-Civilians,,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khujand,40.2811,69.6392,1,Akhbor,Regional,"As reported on 18 October, a criminal case was opened against more than 25 Muslim convicts at a prison in Khujand, Tajikistan, for alleged creation of a Daesh-related cell right in the prison. After the recent large-scale prison riot in Vahdat, the authorities reportedly increased controls in prison facilities.",0,,1730228612,2019-10-01
KGZ2210,2024-11-27,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan); Labor Group (Kyrgyzstan); Students (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Airybaz,40.2414,71.9087,1,Kaktus Media,National,"On 27 November 2024, school students, social and medical workers of Airybaz village in Kadamjay district of Batken region organized a march in town to raise awareness of gender violence against women and girls calling for public to prevent violence against women.",0,crowd size=no report,1764120500,2024-11-01
KGZ2223,2025-01-05,2025,1,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Unidentified Military Forces,,External/Other forces,Civilians (Kyrgyzstan),Women (Kyrgyzstan),Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Arka-2,40.1987,69.8882,1,24Kg,National,"On 5 January 2025, unexploded ordnance round detonated at the residence of a female resident in Arka-2 village of Leylek district in Batken region on the border with Tajikistan when victim was organizing her backyard during which she discovered the explosive unit. The woman and her 12-year-old daughter were injured due to detonation while the authorities indicated that victims suffered non-lethal injuries. Arka-2 village was a scene of armed confrontation between Kyrgyz and Tajik military forces in 2022 due to unresolved border dispute between the two countries.",0,women targeted: girls,1764120500,2025-01-01
KGZ2229,2024-12-23,2024,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Jany-Jer,40.127,70.8972,2,Youtube,New media,"On 23 December 2024, residents of Sary-Talaa village gathered outside their homes near the town of Jany-Jer in Batken district of Batken region in protest of lack of power supply in the area due to frequent power outages calling for the country's government to provide stable supply of electricity in the village. In",0,crowd size=no report,1764120500,2024-12-01
KGZ2234,2022-04-15,2022,3,Political violence,Violence against civilians,Sexual violence,Police Forces of Kyrgyzstan (2021-) Prison Guards,,State forces,Civilians (Kyrgyzstan),Prisoners (Kyrgyzstan); Women (Kyrgyzstan),Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,24Kg,National,"Around 15 April 2022 (month of), a convict, allegedly sent by the prison management, sexually assaulted a female detainee, who is an activist and blogger, while in custody in the town of Batken in Batken region. Victim filed a report with the prosecutor's office and law enforcement agencies after the incident.",0,women targeted: activists/human rights defenders/social leaders,1754410220,2022-04-01
