event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp,event_month
TJK106,2021-05-17,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Vorukh,39.8512,70.5801,1,Asiaplus,International,"On 17 May 2021, residents of Vorukh in Isfara district forcefully detained and beat three Kyrgyz residents on the disputed border land. Detained Kyrgyz villagers were released after negotiations between Tajik and Kyrgyz officials.",0,crowd size=no report,1621981994,2021-05-01
KGZ1076,2021-05-17,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Tajikistan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ak-Sai,39.8789,70.5192,1,RFE/RL,International,"On 17 May 2021, residents of Ak-Sai village in Batken district forcefully detained 3 Tajik villagers on the disputed border land and transferred them to the local police station for questioning. Detained Tajik villagers were released later in the day after negotiation between Tajik and Kyrgyz local officials.",0,crowd size=no report,1621981995,2021-05-01
KGZ1078,2021-05-17,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Women (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 17 May 2021, several female residents of the village of Ak-Sai gathered outside the governor's office in the town of Batken in protest against the latest hostilities on the Kyrgyz-Tajik border following detentions of Kyrgyz villagers by Tajik nationals. Protesters expressed their concerns regarding incidents on the disputed territory.",0,crowd size=several,1621981995,2021-05-01
KGZ1086,2021-05-20,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Myrza-Patcha,39.8856,69.5036,1,Sanjar Kalmatai,New media,"On 20 May 2021, residents of Myrza-Patcha village in Leylek district of Batken region blocked the local road in protest against an alleged female smuggler whom villagers suspected of illegally transporting goods from Tajikistan in her personal automobile.",0,crowd size=no report,1621981995,2021-05-01
KGZ1070,2021-05-11,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Sanjar Kalmatai,New media,"On 11 May 2021, residents of Batken region blocked the road near the town of Batken to the Kyrgyz police vehicle escorting a convoy of three trucks carrying trailers with Tajik registration plates, demanding policemen provide explanation regarding the convoy which protesters claimed was a smuggling operation.",0,crowd size=no report,1621981995,2021-05-01
KGZ1075,2021-05-16,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Karasuu,39.8692,70.0406,1,Sanjar Kalmatai,New media,"On 16 May 2021, residents of Karasuu village in Leylek district of Batken region gathered near the local pastureland in protest of restricted access to grazing land for their livestock, calling for the country's president and government to intervene in their dispute with private businessmen whom protesters accused of taking over their land.",0,crowd size=no report,1621981995,2021-05-01
KGZ1133,2021-06-24,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Farmers (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kyrgyz-Kyshtak,40.3079,71.3438,1,Sanjar Kalmatai,New media,"On 24 June 2021, residents and farmers of the Kyrgyz-Kyshtak village in Kadamjay district of Batken region blocked the Osh-Isfana motor road in protest against lack of irrigation water supply for more than a month.",0,crowd size=no report,1624981403,2021-06-01
KGZ1188,2021-07-13,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Tajikistan),,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,AKIpress,National,"On 13 July 2021, residents of the Kyrgyz village of Orto-Boz and Tajik villagers were engaged in throwing stones at each side on the disputed border in the locality of Tort-Kocho near the town of Kok-Tash in Batken region following initial verbal exchange between the Tajik and Kyrgyz villagers. No injuries were reported after incident.",0,crowd size=no report,1626809771,2021-07-01
KGZ1192,2021-07-22,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,RFE/RL,International,"On 22 July 2021, about 10 residents of Ak-Sai village gathered at the regional state administration in Batken township in protest against slow recovery efforts and delayed construction of their houses on the disputed border with Tajikistan which were damaged during border conflict between the two countries in late April 2021.",0,crowd size=about 10,1627421912,2021-07-01
KGZ1204,2021-07-26,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,RFE/RL,International,"On 26 July 2021, about 10 Tajik villagers allegedly intruded into the disputed border territory between Kyrgyzstan and Tajikistan to protest against construction of fencing around Kyrgyz police post in the village of Kok-Tash in Batken region resulting in Kyrgyz police presence on location.",0,crowd size=about 10,1628014897,2021-07-01
KGZ1219,2021-08-06,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,2,AKIpress,National,"On 6 August 2021, residents of Ozgorush village physically blocked the Osh-Batken-Isfana motor road near the village of Katran in Leylek district, demanding the release of their 7 fellow villagers who were detained two days earlier after assaulting gold mine workers at the Aprelskoye project during an anti-mining demonstration.",0,crowd size=no report,1631042319,2021-08-01
KGZ1212,2021-08-04,2021,1,Demonstrations,Riots,Violent demonstration,Rioters (Kyrgyzstan),,Rioters,Civilians (Kyrgyzstan),Labor Group (Kyrgyzstan),Civilians,Rioters-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Katran,39.8396,70.0207,2,AKIpress,National,"On 4 August 2021, 40-50 residents of Leylek district in Batken region demonstrated against the ongoing mining operation and assaulted workers of the Aprelskoye AZI mining company at the gold mine near the village of Katran following which a number of workers were reportedly injured and mine equipment damaged. Police launched investigation into the incident.",0,crowd size=40-50,1631042319,2021-08-01
KGZ1233,2021-08-22,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Civilians (Kyrgyzstan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,Kaktus Media,National,"On 22 August 2021, 2 automobiles belonging to the Kyrgyz villagers were damaged after Tajik villagers allegedly threw stones at the moving vehicles in Eki-Tash locality of Kok-Tash village in the bordering with Tajikistan Batken region.",0,crowd size=no report,1631042322,2021-08-01
KGZ1221,2021-08-11,2021,1,Strategic developments,Strategic developments,Looting/property destruction,Unidentified Armed Group (Tajikistan),,Political militia,Civilians (Kyrgyzstan),Health Workers (Kyrgyzstan),Civilians,Political militia-Civilians,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Internatsionalnoye,40.1187,69.6719,1,RFE/RL,International,"Property destruction: On 11 August 2021, a single live round was fired by unidentified shooter from AK-47 rifle on the Tajik side of the border at the window of the Kyrgyz hospital in the village of Internatsionalnoye of Leylek district in Batken region which may have been an accidental discharge, Tajik officials argued. No injuries were reported on the Kyrgyz side of the border.",0,,1631042323,2021-08-01
KGZ1263,2021-09-23,2021,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),Students (Tajikistan),Rioters,Civilians (Kyrgyzstan),Students (Kyrgyzstan),Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,AKIpress,National,"On 23 September 2021, about 30 Tajik senior school students assaulted about 4 Kyrgyz school students in the village of Kok-Tash in Batken district of Batken region following which victims were hospitalized with various injuries. The incident on the disputed border sparked parents' anger with demands for the local authorities to provide safety for their children.",0,crowd size=about 30,1632846448,2021-09-01
TJK115,2021-09-23,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Tajikistan),,Civilians,Rioters-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,AKIpress,International,"On 23 September 2021, Kyrgyz villagers threw stones at Tajik villagers of Chorku in Isfara district of Tajikistan.",0,crowd size=no report,1632846448,2021-09-01
KGZ1310,2021-11-04,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Tayan,39.9008,71.1052,1,Sanjar Kalmatai,New media,"On 4 November 2021, residents of Tayan village in Batken district of Batken region protested on the disputed border with Uzbekistan following Uzbek border guards' led construction activity on the neutral territory demanding that the Kyrgyz government resolve the dispute with Uzbekistan.",0,crowd size=no report,1636497761,2021-11-01
KGZ1313,2021-10-21,2021,1,Political violence,Violence against civilians,Abduction/forced disappearance,Police Forces of Tajikistan (1994-) State Committee for National Security,,External/Other forces,Civilians (Kyrgyzstan),,Civilians,External/Other forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Isfana,39.8382,69.5251,2,24Kg,National,"On 21 October 2021, Tajik National Security abducted a 24-year-old male resident of Sada village near the town of Isfana in Leylek district of Batken region from his residence on the disputed border with Tajikistan.",0,,1753954518,2021-10-01
KGZ1315,2021-11-07,2021,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Labor Group (Kyrgyzstan),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Suluktu,,Suluktu,39.9373,69.5676,1,Sanjar Kalmatai,New media,"On 7 November 2021, coal truck drivers gathered in Suluktu township in Batken region in protest against the regional governor's unofficial directive to restrict coal shipment movements outside the town.",0,crowd size=no report,1637089378,2021-11-01
KGZ523,2018-03-29,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),Health Workers (Kyrgyzstan); Government of Kyrgyzstan (2017-2020),Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,Channel 7 (Kyrgyzstan),New media,"On 29 March 2018, about 100 medics, local officials and public activists demonstrated and marched through the business district of Batken town to raise awareness of spreading tuberculosis disease in the region and address lack of funding for the local tuberculosis hospital.",0,crowd size=about 100,1638820344,2018-03-01
KGZ392,2020-05-08,2020,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Rioters (Kyrgyzstan),State forces,Military Forces of Tajikistan (1994-) Border Service,Rioters (Tajikistan),External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,Reuters; RFE/RL,International,"On 8 May 2020, about 30-40 Kyrgyz and Tajik villagers engaged in a fight where they throw stones at each other with occasional firing from rifles, in a disputed area on the Kyrgyz-Tajik border(Batken center is coded with GP2) over a dispute on a land in Chek neighborhood near Kok-Tash village of Batken. A Kyrgyz villager was inured from the head. The Kyrgyz border guards fired warning shots to disperse crowd and critically injuring two Tajik citizens. Following this, while the event was still going on, Tajik border guards firing mortar shells on the Kyrgyz side wounding 3 Kyrgyz border troops.",0,,1753954518,2020-05-01
KGZ390,2020-05-01,2020,1,Strategic developments,Strategic developments,Other,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,State forces,,,,State forces only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Apkan,40.087,71.098,2,RFE/RL,International,"On 1 May 2020, Kyrgyz border guards fired warning shots in the air near Apkan village in Batken district while Uzbek villagers from Sokh enclave of Uzbekistan are herding their cattle in a disputed border area. According to the villagers, they have been using the area for a long time while Kyrgyz government claimed that they wanted to prevent the villagers using Kyrgyz lands.",0,,1638820344,2020-05-01
KGZ323,2019-09-16,2019,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Kulundu,40.1069,69.6393,1,Asiaplus; Kaktus Media,National,"On 16 September 2019, 1 Kyrgyz border guard and 3 Tajik border troops were killed in a firefight between the Kyrgyz and Tajik border forces at the Maksat border post near Kulundu village in Leilek district of Batken region. The armed clash was triggered after construction activity by the Tajik villagers on the disputed territory, which the Kyrgyz residents responded to with their own construction nearby.",4,,1638820344,2019-09-01
KGZ444,2019-08-31,2019,1,Political violence,Riots,Mob violence,Rioters (Tajikistan),,Rioters,Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,Rioters (Kyrgyzstan),State forces,State forces-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ush-Dobo,39.9507,70.4868,2,Sanjar Kalmatai; RFE/RL,New media-International,"On 31 August 2019, a riot between Tajik and Kyrgyz villagers broke out involving Kyrgyz border guards when dozens of Tajik villagers launched a road construction project on the disputed border land between Kyrgyzstan and Tajikistan. Tajik rioters threw stones at the Kyrgyz border guards after which border patrol fired warning shots.",0,crowd size=dozens,1638820344,2019-08-01
KGZ149,2019-03-17,2019,2,Strategic developments,Strategic developments,Change to group/activity,Military Forces of Kyrgyzstan (2017-2020),Police Forces of Kyrgyzstan (2017-2020) Kyrgyz Frontier Force,State forces,,,,State forces only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,2,BBC News; Asiaplus,National-International,"As reported on 17 March, law enforcers of Kyrgyzstan had blocked the way into the Vorukh enclave resided by Tajiks for several days following the unrests of 13rd March. Neither representatives of the Red Cross, nor any other were allowed to go through; not even sick or injured Tajiks from the exclave were allowed to get out to seek help.",0,,1638820344,2019-03-01
KGZ494,2020-08-06,2020,1,Political violence,Battles,Armed clash,Unidentified Armed Group (Tajikistan),,Political militia,Police Forces of Kyrgyzstan (2017-2020),,State forces,State forces-Political militia,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,RFE/RL,International,"On 6 August 2020, a Kyrgyz border guard was shot and wounded in Eki-Tash locality in Batken district of Batken region. Gunshots came from the Tajik side.",0,,1638845409,2020-08-01
KGZ341,2020-01-11,2020,1,Demonstrations,Protests,Protest with intervention,Protesters (Kyrgyzstan),,Protesters,Police Forces of Kyrgyzstan (2017-2020),,State forces,State forces-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,Kaktus Media; RFE/RL,National-International,"On 11 January 2020, Kyrgyz villagers blocked the Osh-Isfana-Batken motor road near Kok-Tash village in Batken district demanding release of their 6 fellow villagers from detention. 6 villagers were detained on 10 January for taking part in riots involving Tajik villagers. Road was reopened after police dispersed the protesters and unblock traffic.",0,crowd size=unknown,1753970978,2020-01-01
KGZ417,2018-10-23,2018,1,Demonstrations,Protests,Protest with intervention,Protesters (Kyrgyzstan),,Protesters,Police Forces of Kyrgyzstan (2017-2020),,State forces,State forces-Protesters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Maidan,40.0603,72.0856,2,Sanjar Kalmatai,New media,"On 23 October 2018, 50-60 residents of Maidan village protested against the gold project of a Chinese mining company Shambesai in Kadamjai district. Police was called in to disperse the protesters.",0,crowd size=50-60,1638845409,2018-10-01
KGZ1346,2021-12-01,2021,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Civilians (Tajikistan),,Civilians,Rioters-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Samarkandyk,39.998,70.5476,2,Sanjar Kalmatai,New media,"On 1 December 2021, Kyrgyz villagers of Dakhma locality near Samarkandyk village in Batkent region abducted a Tajik villager on the disputed border after Tajik villagers detained a Kyrgyz villager who was attempting to retrieve his livestock from the Tajik territory. Kyrgyz and Tajik authorities released both abductees back to their sides after negotiation.",0,crowd size=no report,1638907975,2021-12-01
TJK121,2021-12-22,2021,1,Political violence,Violence against civilians,Attack,Unidentified Armed Group (Kyrgyzstan),,Political militia,Civilians (Tajikistan),,Civilians,Political militia-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,Asiaplus,International,"On 22 December 2021, a group of Kyrgyz residents fired shots at a house of a resident of Somoniyon village in Chorkuh (Isfara), Tajikistan. As a result, several windows of the house were broken. There were no injuries.",0,crowd size=no report,1641935012,2021-12-01
KGZ1375,2021-12-16,2021,1,Demonstrations,Protests,Protest with intervention,Protesters (Kyrgyzstan),,Protesters,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,Protesters-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,2,RFE/RL,International,"On 16 December 2021, people protested in the Kyrgyz locality of Kocho-Boyu near Kok-Tash village in Batken region against construction activities of Tajik border guards. The border guards fired warning shots using service pistol preceding verbal arguments between Kyrgyz citizens and Tajik border servicemen.",0,crowd size=no report,1753954518,2021-12-01
KGZ1409,2022-01-18,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 18 January 2022, relatives of an assaulted and injured 61-year-old female out of Kadamjai district in Batken region protested outside the regional court in Batken township against police corruption and unfair court ruling in the assault case demanding that a male suspect be detained and sentenced to a prison term after the suspect was released to house arrest.",0,crowd size=no report,1643135347,2022-01-01
KGZ1417,2022-01-23,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Beshkent,40.0304,69.8174,2,Sanjar Kalmatai; AKIpress,New media-National,"On 23 January 2022, about 10 Kyrgyz residents of Eski-Oochu village near the village of Beshkent in Leylek district of Batken region gathered on the disputed territory with Tajikistan in protest against increased presence of armed Tajik border guards in the area demanding that the Kyrgyz authorities resolve the dispute.",0,crowd size=about 10,1643737367,2022-01-01
TJK122,2022-01-27,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,2,Kaktus Media; Asiaplus; 24Kg,International,"On 27 January 2022, an armed clash occurred between Tajik border guards and Kyrgyz border troops near Somoniyon village in Isfara (Sughd) and Kok-Tash village in Batken region [coded to Chorku], as a result of which two residents of the city Isfara were killed, and more than 17 citizens of Tajikistan were injured. Tajik troops fired mortar rounds using grenade launchers on Kyrgyz border troops, wounding 11 Kyrgyz civilians. Both countries evacuated residents from the border areas where armed clashes took place.",2,,1753968967,2022-01-01
KGZ1427,2022-01-26,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,24Kg,National,"On 26 January 2022, residents of Kok-Tash village in Batken region gathered near their homes in protest against lack of attention from the Kyrgyz government to social concerns in the village calling for the country's authorities to provide special status to their locality due to proximity to the border with Tajikistan.",0,crowd size=no report,1643737367,2022-01-01
KGZ1422,2022-01-24,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kyrgyz-Kyshtak,40.3079,71.3438,1,Sanjar Kalmatai,New media,"On 24 January 2022, residents of Kyrgyz-Kyshtak village in Kadamjay district of Batken region gathered near their homes in protest against a lack of irrigation water supply and wireless communications service in the area demanding that the Kyrgyz government fix the issues.",0,crowd size=no report,1643737368,2022-01-01
TJK123,2022-03-10,2022,1,Political violence,Battles,Armed clash,Military Forces of Tajikistan (1994-) Border Service,,State forces,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,State forces-External/Other forces,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,24Kg; Asiaplus,International,"On 10 March 2022, a shootout took place between the border guards of Tajikistan and Kyrgyzstan on the Tajik-Kyrgyz border in the village of Chorku (Sughd) of the Isfara district. One Tajik border guards was killed, and two more were injured. Following the shooting both sides agreed to pull border guards out of the disputed land and launch negotiation process to de-escalate.",1,,1753968967,2022-03-01
KGZ1472,2022-03-11,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Batken,40.0639,70.8247,1,AKIpress,National,"On 11 March 2022, dozens of residents of Samarkandyk, Ak-Tatyr and Ak-Sai villages in Batken district gathered at the governor's office in Batken township in protest of unfair court ruling in the case of a fellow male villager, who was sentenced to 8 years in prison for alleged smuggling of goods on the disputed Kyrgyz-Tajik border, demanding that the authorities revise imprisoned villager's case and lessen his original sentence.",0,crowd size=dozens,1647376820,2022-03-01
TJK124,2022-03-11,2022,1,Strategic developments,Strategic developments,Looting/property destruction,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,External/Other forces,Civilians (Tajikistan),,Civilians,External/Other forces-Civilians,,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Chorku,39.9779,70.571,1,Asiaplus,International,"Property destruction: On 11 March 2022, Kyrgyz border guards fired at the Chorku (Sughd) village of Isfara district for 1.5 hours. No injuries were reported but a house of a local resident near the Kyrgyz border was damaged.",0,,1753968967,2022-03-01
KGZ1475,2022-03-11,2022,1,Political violence,Battles,Armed clash,Police Forces of Kyrgyzstan (2021-) Kyrgyz Frontier Force,,State forces,Military Forces of Tajikistan (1994-) Border Service,,External/Other forces,State forces-External/Other forces,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Kok-Tash,39.9507,70.549,1,Kaktus Media,National,"On 11 March 2022, a clash between Tajik and Kyrgyz border troops took place in Eki-Tash locality of Kok-Tash village in Batken district of Batken region following initial warning shots by Kyrgyz servicemen to the alleged provocation of Tajik border guards on Batken-Isfana motor road when Tajik border guards pelted rocks at bypassing civilian vehicles on the Kyrgyz side of the disputed border. In response to warning shots on the Kyrgyz side, Tajik border troops fired at the Kyrgyz border watchtower. There were no casualties after shooting on the Kyrgyz side.",0,,1753954518,2022-03-01
KGZ1488,2022-03-25,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Isfana,39.8382,69.5251,1,Kaktus Media,National,"On 25 March 2022, supporters of detained local officials protested in the town of Razzakov (formerly Isfana) in Leylek district of Batken region demanding their release from custody and resignation of a district prosecutor due to conflict of interest in the case.",0,crowd size=no report,1648582629,2022-03-01
KGZ1498,2022-03-30,2022,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kadamjai,40.128,71.7208,1,Kaktus Media,National,"On 30 March 2022, residents of Kadamjay district of Batken region protested in the town of Kadamjai against detention of local officials that reported on corruption in the local government demanding that the authorities release them and investigate higher officials in the region.",0,crowd size=no report,1649184811,2022-03-01
KGZ99,2018-04-19,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Leylek,,Ak-Suu,39.8961,69.3688,2,AKIpress; Knews,National,"On 19 April 2018, local residents of Ak-Suu district Issyk-Kul region gathered to protest against current status quo of land private ownership and to demand more than hundred ha of land to be given to the village collective. The exact number of participant was not revealed.",0,crowd size=no report,1649285264,2018-04-01
TJK24,2018-04-06,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Tajikistan),,Protesters,,,,Protesters only,,762,Caucasus and Central Asia,Tajikistan,Sughd,Konibodom,,Konibodom,40.2935,70.4316,1,Tajinfo.org,National,"On 6 April 2018, the local court in Konibodom sentenced three men to prison for theft; then, in protest, their three mothers cut their veins directly in the courtroom, claiming that the law enforcers used torture against the young men in order to obtain confession (unconfirmed). All three received medical treatment later.",0,crowd size=3,1649285266,2018-04-01
KGZ100,2018-04-04,2018,1,Political violence,Violence against civilians,Attack,Police Forces of Kyrgyzstan (2017-2020),,State forces,Civilians (Kyrgyzstan),,Civilians,State forces-Civilians,Civilian targeting,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kyzyl-Kiya,,Kyzyl-Kia,40.2552,72.135,1,Kaktus Media,National,"On 4 April 2018, law enforcers detained a man with hemophilia in Kyzyl-Kia over allegedly stolen mobile phone. Law enforcers used physical violence against the man in order to obtain confession and due to his diagnose he later fell into a coma and had to be hospitalized.",0,,1649285267,2018-04-01
KGZ78,2018-04-03,2018,1,Political violence,Riots,Mob violence,Rioters (Kyrgyzstan),,Rioters,Rioters (Tajikistan),Military Forces of Tajikistan (1994-) Border Service,Rioters,Rioters-Rioters,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Batken,,Ush-Dobo,39.9507,70.4868,1,24Kg; RFE/RL,National-International,"On 3 April 2018, residents of the village of Uch-Dobo, Batken region, clashed with locals of a neighboring Tajik village over a fence built across the settlement. Tajiks demanded to stop the construction. After the arrival of the district head, all left. Three men were injured and hospitalized, one of them a member of the Tajik border guard, who tried to calm the situation. The exact numbers of rioters involved is not known.",0,crowd size=no report,1649285267,2018-04-01
KGZ54,2018-02-01,2018,1,Demonstrations,Protests,Peaceful protest,Protesters (Kyrgyzstan),,Protesters,,,,Protesters only,,417,Caucasus and Central Asia,Kyrgyzstan,Batken,Kadamjay,,Kadamjai,40.128,71.7208,2,RFE/RL,International,"On 1 February 2018, around 1000 residents of Kadamjai [coded to Kadamjai] district protested against a gold mine nearby claiming that the mine may harm the environment without providing real economic benefits.",0,crowd size=around 1000,1649285275,2018-02-01
TJK42,2018-01-21,2018,1,Political violence,Violence against civilians,Attack,Police Forces of Tajikistan (1994-) State Committee for National Security,,State forces,Civilians (Tajikistan),Jehovah's Witness Christian Group (Tajikistan),Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,B Gafurov,,Khujand,40.2811,69.6392,1,Forum 18,International,"On 21 January 2018, a Jehovah's Witness was detained in Khujand and beaten during interrogation by police officers. He was hospitalized with a concussion.",0,,1649285277,2018-01-01
TJK16,2018-01-07,2018,1,Political violence,Violence against civilians,Attack,Military Forces of Tajikistan (1994-) Border Service,,State forces,Civilians (Tajikistan),,Civilians,State forces-Civilians,Civilian targeting,762,Caucasus and Central Asia,Tajikistan,Sughd,Isfara,,Isfara,40.1223,70.6272,2,Avesta,National,"On 7 January 2018, Tajik border guards opened fire at a car with five passengers, wounding two and killing one, near the town of Isfara at the border with Kyrgyzstan. The car allegedly disobeyed orders and tried to escape.",1,,1649285279,2018-01-01
